Income,Age,Dependents,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous,Total_Expenses,Total_Potential_Savings,Savings_Gap,Expense_Ratio,Recovery_Rate,City_Tier_Tier_2,City_Tier_Tier_3,Occupation_Retired,Occupation_Self_Employed,Occupation_Student,Cluster,Vulnerability_Label
20706.822335826528,31,0,3106.023350373979,0.0,1031.783366286569,3037.2683270158,1459.275062461503,451.4112394398089,785.2896337443872,1548.0750024913227,819.0986804970788,0.0,410.0265114895087,8.353298902926952,1729.7027630096304,8058.57116202657,503.55588924078427,392.320497801134,35.42872265334634,230.3297643395072,262.88736988912234,38.33570054886706,0.0,77.80170303962629,11206.44129602388,1540.6596475123874,-6328.868399016939,0.5411956076251603,0.2433952098832986,False,True,False,False,True,1,At Risk
20668.55739001468,31,4,4133.711478002936,0.0,754.4485693450432,2597.398799574515,1123.0380451825347,878.8794913789858,643.1505177020996,1408.9048900430157,1019.2460907476724,1506.356603004386,483.8114522387044,8.245344141465512,1704.193685883013,6119.611452794788,554.2005570712702,267.30112889576185,119.56982513292763,123.9569205379254,271.5930640464921,1.4987834949738723,29.695798115629657,94.48776600115464,13310.685915636144,1462.3038432961357,-4415.417766911775,0.6440065295542472,0.33110632201778,True,False,False,False,False,0,Stable
36407.22336013257,54,3,10922.16700803977,4583.248323227494,970.78682432521,4685.673101497202,2503.094431348557,1328.961972624062,822.8832106536985,2335.941358685975,1153.74809253563,1940.128200247036,570.1235762183406,7.534437635244965,2743.079538793525,4590.467260729598,445.7033426588205,190.10809157568795,346.3105751623044,85.1304877817075,474.008684134304,40.96936102151567,85.02915054152663,40.63252308421399,25692.59737563193,1707.8922159600806,-1847.387721936073,0.7057005452320869,0.9239902406250396,False,False,True,False,False,2,Vulnerable
6492.016465573834,22,3,973.802469836075,0.0,184.24334081048212,955.4994257848748,494.8241918811041,309.23968800191767,229.82590645140465,471.86954428248094,222.6484180489697,590.0480387756074,179.08930202652394,7.151721192632913,464.2909173976621,1880.9261396743927,180.47130763125455,38.25459152845391,59.82853565183476,49.16050539267985,60.74243966252365,3.924078124772708,20.417944746888587,46.559238520924765,4247.757683062435,459.3586412593328,-1416.6352222767307,0.6543048227908296,0.3240316225506869,False,True,True,False,False,0,Stable
7547.85272595847,39,4,1509.570545191694,0.0,330.1888107370584,1032.727434484891,568.2360358694773,266.43842494443817,277.46555460962,510.5954048077805,235.71248571481945,521.9763336745461,133.4865208144917,5.461341856027502,412.21404015408274,2161.4551751096524,208.1129957468366,114.5886578905616,72.17353434023237,77.91914052602006,97.9709286300144,2.9849887357533644,4.878914052138911,36.839486086779694,4922.722219297267,615.4686460083371,-1749.2411349555696,0.6522016788121884,0.351647915087975,True,False,False,True,False,0,Stable
19132.096281101058,45,2,3826.419256220212,2525.4053418435365,590.1927009873557,2515.7235123201517,1164.0677600981676,661.7513296743241,660.7490157006026,1159.5809842027245,919.4335322334643,1442.9123099860296,461.5081431287525,8.017728052098121,1533.959450484261,3204.3523947057365,323.1398577925302,108.90685524807006,183.1182670593577,101.1282263089691,314.58517401934193,17.267507980961877,66.98641522267972,92.36556011911097,12350.637700435676,1207.4978637510214,-1670.3929442214755,0.6455454498541178,0.7224500186659975,True,False,False,False,True,0,Stable
13342.207217642665,62,4,2668.441443528533,2540.481210907885,352.8857322670544,1920.1040943288804,961.3796911175124,622.2722570265828,331.7045333539628,985.6345343946664,531.5572945708017,1043.2011998541102,286.25505551615765,8.140559551750583,1086.1303240701657,1098.2901707765177,568.1685635366392,205.18194351570244,154.83892233212094,96.3982226780037,263.2269613837491,20.0030631409725,5.41572395619028,61.4040102679024,9064.29504817505,1374.6374108112805,-12.159846706352027,0.6793699798178185,104.4569470666985,True,False,True,False,False,0,Stable
38574.64702065896,21,4,7714.929404131792,0.0,1838.336035178566,5126.82346747377,2614.478028815916,1267.5534193552548,1802.7394385803743,2081.3895251896606,1196.0442016011566,3475.9767801926027,843.8000302904106,6.911498006083683,2666.0859596866626,10612.576689849451,862.854091074938,202.78278543478328,217.6593999752583,113.21942166545357,435.1034273401384,6.8371428335643705,41.43475987730105,179.7965828248147,25279.93426534053,2059.6876110262515,-7946.490730162788,0.655351019849946,0.2591620023171845,True,False,False,False,False,0,Stable
14509.130214675472,55,4,4352.739064402642,829.4411881855278,438.5973652291439,1506.2540042531682,811.7024918276559,515.5836353821414,414.2340655484607,766.3425240792247,656.649936267368,1449.9575419560256,285.0184592607603,7.236589771494467,1049.9662330480185,2482.6099382833563,384.1777398931442,194.04115599850863,34.816003187408946,99.83971042969026,55.81290721226619,7.778122497836771,41.55951679260366,84.82563386287325,10473.463263716683,902.8507898743318,-1432.6437052353378,0.7218532819509158,0.6297595327049028,False,False,False,False,True,2,Vulnerable
9692.519676095202,46,0,1938.5039352190408,0.0,217.5854167648588,1306.540653788061,562.1006412186158,396.0600612006044,427.9080997063166,723.6405654387385,305.6529262171243,0.0,155.45920266655236,5.2199124122997045,505.94103763708455,3659.068173875291,138.16694743137307,102.74083302351916,118.03668656956252,69.69419436987292,66.6393199836052,3.066947207718793,0.0,19.677964094891077,5660.406882788501,518.0228926805427,-3153.1271362382063,0.5839974611296217,0.164236528936613,True,False,False,False,False,1,At Risk
96903.5735346614,54,4,19380.71470693228,9481.168344577973,3585.0685534889044,14257.029112955188,6271.717335687741,2829.0451223446767,3879.579165506669,4066.6929635220617,3956.9284765527455,6227.4664151612615,2131.733193755035,13.54510108457869,13125.68698983893,20836.43014417688,4013.466051668512,1649.685481804095,584.6449842186064,200.1314172571058,451.541298723905,191.9106208254976,295.4211016172895,404.0358753597052,60869.17329866262,7790.836831474717,-7710.74315433795,0.6281416781486429,1.01025626444681,True,False,True,False,False,0,Stable
25042.549077566902,52,4,5008.509815513382,2898.038657275169,914.219607945092,3170.687115796544,1947.4998434130368,1098.4064256470344,839.5857771302713,1321.0224444350754,1066.0403190499674,1470.4544098387626,407.4696261922805,5.747967220275525,1439.4375120999566,4900.615035330291,859.6465376054153,335.6085000731991,218.41294602109957,161.41967300122045,355.09433061009526,50.17765113948513,33.30681622029255,70.78943573621198,15922.206150824071,2084.455890407019,-3461.1775232303344,0.6358061274635646,0.6020649941895954,True,False,False,True,False,0,Stable
31665.25254344452,37,0,9499.575763033356,0.0,1034.4903520737569,4019.467417067896,2180.715804658609,1373.343270255809,876.0805909443903,1686.598171292636,1579.0771235748027,0.0,623.5628838619601,6.835440261379062,2164.459421221964,8792.3411666813,1182.4577035475563,273.2016102483568,126.6630303698163,262.09271410132163,294.8154155763592,39.03024914989002,0.0,186.7443129520814,21214.858140827502,2365.005035945382,-6627.881745459337,0.6699728073136589,0.3567728504985576,False,False,False,False,True,1,At Risk
9596.503685321524,52,4,1919.300737064305,0.0,320.44676968895675,1092.984105980297,627.3781679390231,429.71592771844655,379.4526455860102,515.0845220403488,417.07351394113743,540.6901459046625,258.7191057629406,5.448952951450677,522.9089707974001,3095.6580436953964,309.58393380169764,86.11208776332312,72.54198449707077,52.317360985107,142.54166358910174,6.437847777649578,15.95087074436431,21.096440233960173,5921.67976617423,706.5821893922744,-2572.7490728979965,0.6170663775424611,0.274534218130548,True,False,True,False,False,0,Stable
19408.11353403291,52,3,5822.434060209873,2832.160281310571,516.1169284212968,2486.690884584547,1346.562801100864,956.5912292761128,930.2938672063276,1041.3286247613191,592.6318283326164,1604.7037409432396,452.33297902555125,6.115565684208621,826.2663088605877,826.2663088605877,541.4079948748654,254.95101928071884,119.94454862312972,170.26421332757465,120.84684947110286,19.93056719727646,79.48131803290596,109.0423959877108,14781.2370364149,1415.8689067952846,0.0,0.7616009155395451,1415.8689067952846,False,False,True,False,False,2,Vulnerable
32783.83155406074,37,3,6556.766310812148,0.0,946.624857243464,4815.609781647859,1788.1051973368822,1519.466234793638,1452.2629519293278,1557.9372533683315,1175.0535343713389,2225.1238532600782,973.8822862114238,9.373867594500627,3073.112962281771,9772.99929308625,322.6906618477966,491.9481588742949,258.49074917382205,293.89923884783536,192.6126453950728,35.05323830219965,68.57070080943669,251.96920848390465,21090.3251175196,1915.2346017343625,-6699.886330804478,0.6433148328846653,0.2858181003503798,True,False,False,False,False,0,Stable
11946.071979814871,19,4,2389.2143959629743,0.0,413.2962932772456,1363.7861164938804,641.8882526233233,475.92940066782097,497.30624952560976,699.2782704301895,404.4367491804396,782.1353155267343,130.9715017433615,5.612336084595128,670.4537084148577,4147.829434383291,322.0201748158305,62.931167906302825,133.38350022861704,111.36211314323718,101.62907776778938,19.87221549655178,0.222671001066371,15.691374965029633,7253.974750410973,767.1122953244246,-3477.3757259684335,0.6072267740114009,0.2205375024892829,True,False,False,False,True,0,Stable
40518.38397137296,35,0,6077.757595705944,0.0,1992.0379866844132,6013.173480776837,3205.856924489416,1070.6449399624455,1146.6282214401165,2250.4399105962043,1221.9125610733545,0.0,1073.1013329258467,14.79317814779412,5993.95672349246,16466.83101771838,1338.342816734733,502.8882401996448,77.73719005181955,271.5279870767177,266.60555315204414,47.5146101140255,0.0,61.600531955414375,20986.41363404432,2566.216929284399,-10472.87429422592,0.5179479430589244,0.2450112400813434,False,True,True,False,False,1,At Risk
18554.01911983324,47,4,3710.803823966648,1192.2245655336949,916.6385447009844,2512.9743657914823,1393.7113379064022,674.6884967129324,773.1859706324626,1169.736312452794,795.0787047467554,1575.3820881580352,416.6017449397904,9.664288343608286,1793.1139070688962,3422.993164291256,338.6905982712833,399.9961276357113,151.11689063848527,189.3826195563286,128.20836890021124,29.771196646212488,31.676142160656585,111.90649247558012,12605.561100367511,1380.7484362844689,-1629.87925722236,0.6793978716391885,0.8466282406682254,True,False,False,True,False,0,Stable
23756.1722713903,59,4,4751.23445427806,0.0,537.2630761579513,2635.30693843508,1579.25969600079,597.5939205081079,1039.084352406884,1446.6381815291331,1068.1949349736826,2353.880175595692,325.89774203178297,6.324263652844748,1502.4029682667194,7421.818799473136,597.5836062233809,234.6806721420511,134.0189617170503,290.20323388037144,358.2035316712025,17.573315560780987,88.56586706372707,56.37203231610975,15471.19265372743,1777.2012205746737,-5919.415831206416,0.6512493880320728,0.3001818235818968,True,False,False,False,True,0,Stable
18538.17448835576,46,1,3707.634897671152,3359.642815107103,874.8366654835075,2506.825232279527,1186.5801739531043,729.4581326099944,409.261016124922,946.0427259142214,746.6548569003629,1722.130244243265,294.4647046238324,9.35460343637234,1734.1727077284286,2054.643023444773,265.50628990453123,183.94174734827985,106.78742798486606,122.69997130233284,203.08420525022805,36.23497575699436,78.84775081142067,46.56161096023328,11954.587279696549,1043.6639793188865,-320.47031571634443,0.6448632408334214,3.2465329714603683,True,False,False,False,False,0,Stable
132028.78001915166,56,2,19804.317002872747,0.0,4383.83867931481,15998.747064577365,7954.561502332074,5733.445750798425,4929.443915991355,6807.52351061012,5860.840404606983,8512.724038508048,2002.055124954676,18.53360417304233,24469.691483246377,50041.28302458506,904.9681640115036,699.2380819386841,1558.1225566717717,691.3179750709542,750.9684625775005,62.94282448383544,412.59156212679216,308.4239855479229,75601.60319029712,5388.573612428964,-25571.591541338683,0.5726145706968632,0.2107167591410597,False,True,False,True,False,1,At Risk
29677.809209294763,39,0,8903.342762788428,2892.4354952427425,1002.336183224289,3838.256762183153,1959.4132911833808,769.224968835958,1051.781978680487,1756.5594562745778,1046.7579150719844,0.0,397.7327097901222,5.147627122442942,1527.7029562045263,6059.967686019641,247.52804306404656,272.6480522321498,224.4910223370675,173.6328883522445,418.87483487012014,20.999412014512068,0.0,106.30473014571491,19325.33713501797,1464.4789830158554,-4532.264729815115,0.6511712841986156,0.3230517232721996,False,False,True,False,False,1,At Risk
12871.668277482722,46,2,2574.3336554965445,0.0,396.1775991320849,1841.3952677170407,1013.2705363834734,281.0616754337252,564.1075295288622,877.6437328863627,556.8798035439977,1265.06340640794,347.8518106745927,8.855788873894896,1139.8877672019737,3153.8832602780985,247.20858199627435,227.243900125584,69.43503211994518,50.97246845934495,231.9928350908684,24.28178384686386,47.182814898884,81.46716897506673,8973.755607397947,979.7845855128314,-2013.9954930761248,0.6971711369454994,0.48624653944862,True,False,True,False,False,2,Vulnerable
57929.879866986135,63,1,11585.975973397228,0.0,2686.8937375505566,6416.198651568763,3010.576964509224,1164.427792033599,2301.159082148878,3995.5954929152554,1886.0065288323417,5289.47646452362,772.63380950579,13.173604714736108,7631.453385398249,18820.935370000887,1643.5053042759785,786.3300505074544,117.42577031207324,636.8629980676667,808.8785638681936,89.25147520710213,14.97984762646174,161.4568920694045,35649.416949928906,4258.690901934335,-11189.481984602637,0.6153891054458285,0.3805636707868358,True,False,True,False,False,1,At Risk
11296.833460181926,27,2,2259.3666920363853,0.0,380.87803983023343,1382.734509427188,763.5608691967258,553.7724504405136,456.43272583489966,701.8728694648888,503.30624451931305,804.2786783551464,202.7395858867414,8.67464726230974,979.960454481362,3287.890795189892,307.05438352916843,98.826452309839,28.283274852209736,73.6180895535276,67.23855160531052,13.699791848811728,9.8030520230082,60.74955515555191,7425.32503927506,659.273150877427,-2307.93034070853,0.6572926002182102,0.2855318496421677,True,False,True,False,False,0,Stable
35455.84989880044,37,4,5318.3774848200665,2757.064142035276,715.1543199380623,4322.425757403546,2783.7485072632217,951.3330878458872,1212.4545816657053,2596.9883383802903,1666.0326159271358,1978.0313588107456,976.5241076304596,5.763676550584086,2043.5605064274523,10177.715597080043,833.3345690034563,148.9793208087341,199.45768587590203,110.19091032863916,301.22616369720305,6.410821423677526,39.532989070108286,260.5138762136145,20829.3917321166,1899.646336421335,-8134.155090652591,0.5874740498836923,0.2335107708768891,False,True,False,False,False,0,Stable
6255.5012872758,33,3,1251.10025745516,867.810401757498,300.64527216345823,841.2850981699722,457.4749509655488,234.34521835879116,301.519761606328,459.1638219011631,244.87929574015052,380.3940065446959,123.6200871939528,6.422917425818373,401.78568225273006,793.2631154190813,100.0359109867361,107.94917700760377,19.49653312888105,32.06788488903708,81.00160547550831,2.679677340039327,9.441739654986202,7.554992877326303,4170.16241074181,360.22752136011815,-391.4774331663512,0.6666392059137228,0.9178298952221186,True,False,False,True,False,0,Stable
10367.216239239837,23,0,1555.0824358859752,736.9309020043303,510.30478596071447,1072.1115381365448,763.0195880332991,292.2436126893919,237.3097381749678,787.9990007823965,468.3183371216485,0.0,106.25135722403772,6.303268259567471,653.473450608729,3837.644943226529,142.4342306895532,189.38293981039817,31.762726370239324,32.60558120226643,177.3414959382094,13.027187239067658,0.0,10.651967745979924,5176.084250824223,597.206128995714,-3184.1714926178,0.4992742633488035,0.1874957534876364,False,True,False,False,True,1,At Risk
35117.036052937685,34,0,10535.110815881306,0.0,1157.8870226332317,3839.294623777226,2433.646603789533,1225.2576067022835,905.5224203357044,2256.477898718825,1563.448786102448,0.0,1015.7628625563268,5.370887107651962,1886.0963619567212,10184.627412440805,1009.954035229706,457.10336010766486,176.96184484828674,163.2349209796111,188.00924178084043,61.25758914949411,0.0,256.2731241864056,22758.75875530732,2312.7941162820093,-8298.531050484084,0.6480831332404962,0.278665638120254,False,False,True,False,False,1,At Risk
54161.51742492653,23,4,16248.45522747796,5389.560329443965,1791.8659114338395,6609.118733548378,4218.097162671966,1305.2363575479071,2483.219612119524,3827.446057304761,1742.9752138554622,4771.630362363869,599.7103812708644,10.878080828351376,5174.202075888032,5174.202075888032,597.3892012737772,499.9990287675514,97.7263275832996,573.7912647789816,199.14494132607504,41.12435576741612,100.80653571162446,143.37476165605605,41206.17872688982,2253.3564168647813,0.0,0.7608017774613839,2253.3564168647813,False,False,False,True,False,2,Vulnerable
34408.100166399614,39,2,6881.620033279924,0.0,706.2374992737747,4377.812936058079,2682.867688113207,1174.11562148173,821.5414573652456,2050.949737967785,1117.5158546372409,3379.478908408538,612.8273354292359,9.17155634210464,3155.758293009141,10603.133094384855,1070.413060216713,594.5181913369711,252.99412805378395,46.43348929884213,333.14726960992857,32.58447872347685,48.71684327222746,92.03687956925,22485.902237311748,2470.844340081193,-7447.374801375714,0.6535060677157004,0.3317293243117717,True,False,False,True,False,0,Stable
27348.96692477707,35,0,4102.34503871656,0.0,712.5386442612266,2794.2074913645965,1792.0214359404663,1316.5574043394486,836.46147877706,1834.6283825287248,1129.6301022319951,0.0,682.78117062473,5.602286677954669,1532.1675305850144,12147.79577599226,250.68760799338165,268.03262415341965,233.2684386970216,143.61629031739275,161.10596874690825,4.601140772684547,0.0,44.29105505148843,13805.851333898852,1105.603125732297,-10615.628245407244,0.5048033942880418,0.1041388188581041,False,True,False,True,False,1,At Risk
23578.008283443018,49,1,4715.601656688604,0.0,556.5254455561451,2880.5027882518025,1706.6889988209048,1147.9119705708758,492.8129124239856,1880.1704728577292,893.5620239588889,1435.0789369240106,669.4745259328638,9.960479692778708,2348.482727034023,7199.678551457208,740.9350643092051,221.97249069362945,95.27035265056162,26.858484281446437,528.2643921764693,37.15113494056624,65.33323057589,114.62154719237962,15152.3297604968,1830.406696820148,-4851.1958244231855,0.6426467230965005,0.3772326515774414,True,False,False,True,False,1,At Risk
9192.425129000392,45,1,1838.4850258000783,1648.0114794466826,403.24112895820974,1204.5701967558011,732.1032320432339,299.62735181504286,299.4625475674854,696.3705640028273,390.4797661439161,880.1314001100079,257.61844710178246,9.684399140398046,542.3239892553247,542.3239892553247,136.6320556219986,136.51128875716424,72.14696622548693,73.14327908434367,76.7413518626322,4.134574381569824,35.24752851539038,70.16007975902974,6341.230084238394,604.7171242076156,0.0,0.6898321166884451,604.7171242076156,True,False,False,False,False,2,Vulnerable
16866.37533666489,59,2,3373.275067332978,2840.3412252356,598.1333944865484,1801.122488781681,1070.3450960418618,666.2477533433465,731.2256256656574,1038.8635132517063,584.3486352058123,1000.9284530873834,183.9232430074673,9.650204211224665,1627.6396630197935,2977.620841224849,316.1447361088187,285.4171391291706,168.3260997854416,100.23957403888656,63.54142697094156,13.374086031593151,39.59018400771059,28.94332564598463,10266.356632710424,1015.5765717185474,-1349.9811782050554,0.6086877842919193,0.7517325837713489,True,False,False,True,False,0,Stable
20752.90765671867,27,1,3112.9361485078007,0.0,595.2010403138822,2533.6200851683025,1260.4701564108957,813.8300703693125,1008.4574519165132,1548.4364505399185,778.7897020962148,1985.1263553913443,525.8927933404524,8.233863170618527,1708.766020379031,6590.1474026640335,671.0363515686673,104.48196343046584,182.5375213856541,56.97131882567092,356.9434588715649,32.238938333677524,23.96420016143217,33.84084887012103,13041.666420400305,1462.014601447254,-4881.3813822850025,0.6284259842585536,0.2994470294254269,False,True,False,False,False,1,At Risk
69888.08400227477,58,3,20966.42520068243,0.0,3336.291258384359,9572.31545480313,3724.988472971296,2735.514604175051,2271.8669209495497,2813.686378140804,2620.609334995744,6124.98639958852,1935.463242606802,13.358239578909997,9335.817698133733,13785.936734977093,1239.3164770681904,845.05118735273,610.0544026068261,179.86590702183247,584.9208519603583,26.891672397596825,302.0811431672603,516.7097743012453,50830.39276630652,4304.89141587604,-4450.11903684336,0.7273112933622855,0.9671481216842448,False,False,False,False,False,2,Vulnerable
39491.75884551276,39,4,7898.351769102553,0.0,1555.3264467537372,4126.187597629812,2765.22549973862,1423.6767503181886,922.6150985152268,1731.282885643616,1322.0009127054925,2299.3221591592937,595.798192177761,7.636387836463454,3015.7438688842167,14851.97153376846,895.112595528824,665.3594231265512,139.55978390816475,239.21012949629224,314.7918989444466,0.9597258603205692,2.615430187906865,57.39091422921847,22488.662672812803,2314.999901281725,-11836.227664884242,0.569452040887464,0.1955694328790595,True,False,True,False,False,0,Stable
7321.134171054789,45,0,1464.2268342109578,674.6892292186402,352.14320488602885,959.0680672050128,396.8785378822283,241.78385034908928,161.0635593494412,576.168392948797,285.37442349159625,0.0,76.27123792793608,6.812590883368053,498.7589190964218,2133.46683358506,73.99895495021516,76.63143095838623,56.46505286397593,44.33341096342833,72.00745919652351,4.977074632917133,0.0,21.0546986757097,4084.5636654371224,349.468082241156,-1634.7079144886384,0.5579140567572253,0.2136494414104538,True,False,False,False,True,1,At Risk
38879.40038115789,32,4,7775.880076231578,0.0,1074.12948393439,4633.066829025493,2588.914398811274,983.0521309106896,1420.9851230915183,2168.0539877079955,1411.693638102104,2562.3888100670506,1042.4806347154672,5.675364549469092,2206.5477062783857,13218.755268560326,515.9523285082996,741.5568808820731,232.91126908365712,82.96541170075764,299.2762238403617,21.956069789809767,101.41928426493791,145.26221283417289,23544.034993947706,2141.2996809040696,-11012.20756228194,0.6055657948201754,0.1944301574990376,True,False,False,False,True,0,Stable
22046.00832871537,60,2,4409.201665743074,2490.265351089499,1013.9875991109147,2701.407677901129,1142.207730878182,821.0070540972289,894.4036104717753,1267.373353718066,671.8313943267904,1918.1449397987285,242.69781040134015,6.093389981570189,1343.3492628380716,4473.480141178643,300.5889421037774,176.113878032993,238.633361230528,64.86276861256373,83.76484892878658,31.9508279445027,77.76357671471663,43.21947864286738,13825.577426934971,1016.8976822107356,-3130.130878340571,0.6271238412319241,0.3247700980003967,True,False,False,True,False,0,Stable
17455.58721109517,46,4,5236.676163328551,0.0,796.7561425337461,2060.1405029257726,1393.7342695437017,365.7331652113435,382.1548317673081,774.7367268971803,821.5094200190389,1605.9895314000782,274.6453093745203,6.108047010887931,1066.1954728802343,3743.511148093927,309.4635764096051,139.58427410909593,105.12049527101163,54.25370727680663,47.62690805906662,39.18482973186528,52.72166405201178,58.49388640035836,12640.674611092976,806.4493413098214,-2677.315675213693,0.7241620953924869,0.3011031704638318,False,False,False,True,False,2,Vulnerable
48937.227858527775,24,0,7340.584178779166,6173.577292623243,2295.8376563237844,5099.505376790796,3419.1659092603563,2342.8820046391465,2009.7411610242727,2740.5881182884136,2284.26750010403,0.0,1077.685516282763,11.247681829753455,5504.303685828675,14153.3931444118,1298.972755841507,759.5589751546335,190.8921716716473,599.7645971060748,536.0628668924411,80.85764606943644,0.0,319.36543886830947,25236.734248886183,3785.4744516040496,-8649.089458583127,0.5156960325142006,0.437622578324653,False,True,False,False,True,1,At Risk
